pid,ms_sub_class,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,x1st_flr_sf,x2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,x3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price
x0527302080,x050,rl,NA,13837,pave,none,ir1,lvl,all_pub,corner,gtl,nw_ames,norm,norm,one_fam,x1_5fin,7,5,1988,1988,gable,comp_shg,hd_board,hd_board,brk_face,178,gd,gd,p_conc,gd,gd,no,glq,1002,lw_q,202,0,1204,gas_a,gd,y,s_brkr,1377,806,0,2183,0,0,2,1,4,1,gd,9,typ,0,none,attchd,1988,unf,3,786,ta,ta,y,0,0,0,0,0,0,none,none,none,0,2,2006,wd,normal,229000
x0527327080,x060,rl,NA,18800,pave,none,ir1,lvl,all_pub,fr2,gtl,nw_ames,norm,norm,one_fam,x2story,6,5,1976,1976,gable,comp_shg,hd_board,hd_board,brk_face,120,ta,ta,p_conc,gd,ta,mn,glq,712,unf,0,84,796,gas_a,ta,y,s_brkr,790,784,0,1574,1,0,2,1,3,1,ta,6,typ,1,ta,attchd,1976,fin,2,566,ta,ta,y,306,111,0,0,0,0,none,none,none,0,7,2006,wd,normal,190000
x0527354040,x020,rl,80,10400,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,x1story,7,5,1988,1988,gable,comp_shg,wd_sdng,wd_sdng,brk_face,102,ta,ta,c_block,gd,ta,av,glq,929,unf,0,916,1845,gas_a,gd,y,s_brkr,1872,0,0,1872,0,1,2,0,3,1,ta,6,typ,1,ta,attchd,1988,fin,2,604,ta,ta,y,197,39,0,0,0,0,none,none,none,0,6,2006,wd,normal,241500
x0527355280,x020,rl,79,10240,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,x1story,6,6,1980,1980,gable,comp_shg,plywood,plywood,brk_face,157,ta,gd,c_block,gd,ta,no,blq,625,lw_q,1061,0,1686,gas_a,ta,y,s_brkr,1686,0,0,1686,1,0,2,0,3,1,ta,7,typ,1,ta,attchd,1980,unf,2,612,ta,ta,y,384,131,0,0,0,0,none,none,none,0,5,2006,wd,normal,207500
x0527356020,x060,rl,80,16692,pave,none,ir1,lvl,all_pub,inside,gtl,nw_ames,rr_an,norm,one_fam,x2story,7,5,1978,1978,gable,comp_shg,plywood,plywood,brk_face,184,ta,ta,c_block,gd,ta,no,blq,790,lw_q,469,133,1392,gas_a,ta,y,s_brkr,1392,1392,0,2784,1,0,3,1,5,1,gd,12,typ,2,ta,attchd,1978,r_fn,2,564,ta,ta,y,0,112,0,0,440,519,fa,mn_prv,ten_c,2000,7,2006,wd,normal,250000
x0527356060,x060,rl,85,11475,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,rr_an,norm,one_fam,x2story,6,6,1975,1975,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,ta,ta,c_block,gd,ta,no,alq,550,unf,0,163,713,gas_a,ta,y,s_brkr,811,741,0,1552,1,0,2,1,3,1,ta,6,typ,1,ta,attchd,1975,r_fn,2,434,ta,ta,y,209,208,0,0,0,0,none,mn_prv,none,0,2,2006,wd,normal,179900
x0527358090,x085,rl,NA,9927,pave,none,ir1,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,s_foyer,7,5,1976,1976,gable,comp_shg,vinyl_sd,wd_shng,stone,252,gd,ta,c_block,ex,ta,gd,glq,1005,unf,0,42,1047,gas_a,ta,y,s_brkr,1083,0,0,1083,1,0,1,0,2,1,ta,5,typ,1,fa,attchd,1976,r_fn,2,596,ta,ta,y,444,0,40,0,0,0,none,none,none,0,7,2006,wd,normal,172000
x0527365010,x060,fv,75,9512,pave,none,ir1,lvl,all_pub,inside,gtl,somerst,rr_an,norm,one_fam,x2story,7,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,alq,788,unf,0,172,960,gas_a,ex,y,s_brkr,960,1358,0,2318,1,0,2,1,3,1,gd,8,typ,1,ex,built_in,2005,fin,2,541,ta,ta,y,0,246,0,0,0,0,none,none,none,0,6,2006,new,partial,294323
x0527375160,x080,rl,81,10530,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,s_lvl,6,6,1975,2000,gable,comp_shg,plywood,plywood,brk_face,248,ta,ta,c_block,ta,fa,no,alq,548,unf,0,127,675,gas_a,ta,y,s_brkr,1109,766,0,1875,0,0,3,0,3,1,gd,8,typ,1,ta,attchd,1975,r_fn,2,485,ta,ta,y,48,28,0,0,0,0,none,none,none,0,6,2006,wd,normal,184500
x0527376090,x020,rl,78,10140,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,x1story,5,6,1975,1975,gable,comp_shg,hd_board,hd_board,none,0,ta,ta,c_block,gd,ta,no,alq,788,unf,0,268,1056,gas_a,ex,y,s_brkr,1074,0,0,1074,1,0,1,1,3,1,ta,6,typ,0,none,attchd,1975,r_fn,2,495,ta,ta,y,0,88,0,0,0,0,none,mn_prv,none,0,7,2006,wd,normal,153500
x0527376110,x060,rl,78,10140,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,x2story,7,5,1976,1976,gable,comp_shg,hd_board,hd_board,none,0,ta,ta,p_conc,gd,ta,no,glq,194,unf,0,638,832,gas_a,ta,y,s_brkr,832,832,0,1664,0,0,2,1,4,1,ta,8,typ,1,ta,attchd,1976,r_fn,2,528,ta,ta,y,0,28,0,0,259,0,none,gd_wo,none,0,3,2006,wd,normal,162900
x0527377030,x020,rl,78,10140,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,x1story,6,6,1974,1999,hip,comp_shg,hd_board,hd_board,brk_face,99,ta,ta,c_block,ta,ta,no,alq,663,lw_q,377,0,1040,gas_a,fa,y,s_brkr,1309,0,0,1309,1,0,1,1,3,1,gd,5,typ,1,fa,attchd,1974,r_fn,2,484,ta,ta,y,265,0,0,0,0,648,fa,gd_prv,none,0,1,2006,wd,normal,181000
x0527378010,x020,rl,80,10000,pave,none,reg,lvl,all_pub,inside,gtl,nw_ames,norm,norm,one_fam,x1story,6,6,1974,1974,gable,comp_shg,hd_board,plywood,brk_face,176,ta,ta,c_block,ta,ta,no,alq,755,unf,0,348,1103,gas_a,ta,y,s_brkr,1103,0,0,1103,0,0,2,0,3,1,ta,6,typ,0,none,attchd,1974,unf,2,462,ta,ta,y,295,84,0,0,0,0,none,gd_wo,none,0,6,2006,wd,normal,155000
x0527402210,x020,rl,NA,15870,pave,none,ir1,lvl,all_pub,corner,gtl,n_ames,norm,norm,one_fam,x1story,5,5,1969,1969,gable,comp_shg,vinyl_sd,plywood,none,0,ta,ta,c_block,ta,ta,mn,blq,75,rec,791,230,1096,gas_a,ex,y,s_brkr,1096,0,0,1096,1,0,1,0,3,1,ta,6,typ,0,none,attchd,1969,fin,1,299,ta,ta,y,240,32,0,0,0,0,none,none,none,0,3,2006,wd,abnorml,138800
x0527402380,x020,rl,71,9353,pave,none,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,one_fam,x1story,4,5,1970,1970,gable,comp_shg,metal_sd,metal_sd,none,0,ta,ta,c_block,ta,ta,no,unf,0,unf,0,864,864,gas_a,gd,y,s_brkr,864,0,0,864,0,0,1,0,3,1,ta,5,typ,0,none,attchd,1972,unf,1,280,ta,ta,y,0,0,0,0,0,0,none,none,shed,0,7,2006,oth,abnorml,116050
x0527404180,x020,rl,60,7200,pave,none,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,one_fam,x1story,4,4,1971,1971,gable,comp_shg,hd_board,hd_board,none,0,ta,ta,c_block,ta,ta,no,rec,20,lw_q,620,224,864,gas_a,ta,y,s_brkr,874,0,0,874,0,1,1,0,3,1,ta,5,typ,0,none,detchd,1995,unf,2,576,ta,ta,y,63,0,0,0,0,0,none,none,none,0,3,2006,wd,normal,97500
x0527427210,x120,rh,26,8773,pave,none,ir2,lvl,all_pub,fr2,gtl,n_ames,norm,norm,twhs_ext,x1story,6,5,2002,2002,gable,comp_shg,metal_sd,metal_sd,none,0,gd,ta,p_conc,gd,ta,no,glq,951,unf,0,536,1487,gas_a,ex,y,s_brkr,1419,0,0,1419,1,0,2,0,2,1,gd,4,typ,0,none,attchd,2002,fin,2,543,ta,ta,y,196,68,0,0,0,0,none,none,none,0,9,2006,wd,normal,190000
x0527450010,x160,rm,24,2760,pave,none,reg,lvl,all_pub,inside,gtl,br_dale,norm,norm,twhs_ext,x2story,6,5,1973,1973,gable,comp_shg,hd_board,hd_board,brk_face,514,ta,ta,c_block,ta,ta,no,unf,0,unf,0,525,525,gas_a,ta,y,s_brkr,525,567,0,1092,0,0,1,1,3,1,ta,6,typ,0,none,detchd,1973,unf,2,440,ta,ta,y,0,0,0,0,0,0,none,none,none,0,12,2006,wd,normal,105500
x0527450080,x160,rm,24,2160,pave,none,reg,lvl,all_pub,inside,gtl,br_dale,norm,norm,twhs_ext,x2story,5,6,1973,1973,gable,comp_shg,hd_board,hd_board,brk_face,200,ta,ta,c_block,ta,ta,no,lw_q,402,unf,0,363,765,gas_a,gd,y,s_brkr,765,600,0,1365,0,0,1,1,3,1,gd,7,min1,1,fa,attchd,1973,unf,2,440,ta,ta,y,0,36,0,0,0,0,none,none,none,0,6,2006,wd,normal,125500
x0527450460,x160,rm,21,1890,pave,none,reg,lvl,all_pub,inside,gtl,br_dale,norm,norm,twhs_int,x2story,6,7,1972,1972,gable,comp_shg,hd_board,hd_board,brk_face,380,ta,ta,c_block,ta,ta,no,alq,282,unf,0,212,494,gas_a,ex,y,s_brkr,494,536,0,1030,0,0,1,1,3,1,ta,6,typ,0,none,detchd,1973,unf,1,264,ta,ta,y,0,0,0,0,0,0,none,none,none,0,7,2006,wd,normal,116000
x0527451380,x160,rm,21,1680,pave,none,reg,lvl,all_pub,inside,gtl,br_dale,norm,norm,twhs_int,x2story,6,7,1972,1972,gable,comp_shg,hd_board,hd_board,brk_face,281,ta,ta,c_block,ta,ta,no,blq,317,unf,0,355,672,gas_a,gd,y,s_brkr,672,546,0,1218,0,1,1,1,3,1,ta,7,typ,0,none,detchd,1972,unf,1,264,ta,ta,y,0,28,0,0,0,0,none,none,none,0,5,2006,wd,normal,118000
x0527451450,x160,rm,21,1680,pave,none,reg,lvl,all_pub,inside,gtl,br_dale,norm,norm,twhs_int,x2story,6,5,1972,1972,gable,comp_shg,hd_board,hd_board,brk_face,504,ta,ta,c_block,ta,ta,no,alq,276,unf,0,207,483,gas_a,ta,y,s_brkr,483,465,0,948,0,0,1,1,2,1,ta,5,typ,0,none,detchd,1972,unf,1,264,ta,ta,y,0,0,0,0,0,0,none,none,none,0,7,2006,wd,normal,89000
x0527452290,x020,rl,65,7514,pave,none,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,one_fam,x1story,5,7,1967,1975,hip,comp_shg,metal_sd,metal_sd,none,0,ta,ta,c_block,ta,ta,mn,alq,373,rec,108,462,943,gas_a,ta,y,s_brkr,1387,0,0,1387,1,0,1,0,3,1,ta,6,typ,1,ta,attchd,1974,r_fn,1,300,ta,ta,y,0,0,240,0,0,0,none,none,none,0,9,2006,wd,normal,145000
x0527452310,x085,rl,68,7838,pave,none,reg,lvl,all_pub,inside,gtl,n_ames,norm,norm,one_fam,s_foyer,5,5,1967,1967,gable,comp_shg,hd_board,hd_board,none,0,ta,ta,c_block,ta,ta,av,alq,769,unf,0,95,864,gas_a,ta,y,s_brkr,900,0,0,900,1,0,1,0,3,1,ta,6,typ,1,po,attchd,1967,r_fn,1,288,ta,ta,y,175,144,0,0,0,0,none,mn_ww,none,0,12,2006,wd,normal,123000
x0527453070,x120,rl,24,2280,pave,none,reg,lvl,all_pub,fr2,gtl,n_pk_vill,norm,norm,twhs_int,x1story,7,7,1976,1976,gable,comp_shg,plywood,brk_cmn,none,0,ta,ta,c_block,ta,ta,no,alq,120,blq,492,443,1055,gas_a,ta,y,s_brkr,1055,0,0,1055,1,0,2,0,2,1,ta,4,typ,0,none,attchd,1976,unf,1,319,ta,ta,y,0,29,0,0,0,0,none,none,none,0,4,2006,wd,normal,137500
x0527455100,x160,rl,24,2179,pave,none,reg,lvl,all_pub,inside,gtl,n_pk_vill,norm,norm,twhs_int,x2story,6,5,1976,1976,gable,comp_shg,plywood,brk_cmn,none,0,ta,ta,c_block,gd,ta,no,alq,70,unf,0,785,855,gas_a,gd,y,s_brkr,855,601,0,1456,0,0,2,1,3,1,ta,6,typ,1,ta,attchd,1976,r_fn,2,460,ta,ta,y,0,28,0,0,0,0,none,none,none,0,7,2006,wd,normal,144000
x0528102080,x060,rl,72,16387,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,one_fam,x2story,9,5,2006,2006,hip,comp_shg,vinyl_sd,vinyl_sd,stone,215,gd,ta,p_conc,ex,gd,no,glq,1369,unf,0,369,1738,gas_a,gd,y,s_brkr,1738,851,0,2589,1,0,2,1,4,1,ex,11,typ,1,gd,attchd,2006,r_fn,3,831,ta,ta,y,0,0,0,0,0,0,none,none,none,0,8,2006,new,partial,412083
x0528106010,x060,rl,111,16259,pave,none,reg,lvl,all_pub,corner,gtl,nridg_ht,norm,norm,one_fam,x2story,9,5,2006,2006,gable,comp_shg,vinyl_sd,vinyl_sd,stone,370,ta,ta,p_conc,ex,gd,av,unf,0,unf,0,1249,1249,gas_a,ex,y,s_brkr,1249,1347,0,2596,0,0,3,1,4,1,gd,9,typ,0,none,attchd,2006,r_fn,3,840,ta,ta,y,240,154,0,0,0,0,none,none,none,0,9,2006,new,partial,342643
x0528106120,x020,rl,110,16163,pave,none,reg,lvl,all_pub,corner,gtl,nridg_ht,norm,norm,one_fam,x1story,8,5,2004,2004,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,232,gd,ta,p_conc,gd,ta,av,unf,0,unf,0,1618,1618,gas_a,ex,y,s_brkr,1618,0,0,1618,0,0,2,0,2,1,gd,6,typ,1,gd,attchd,2004,fin,3,880,ta,ta,y,0,0,0,0,0,0,none,none,none,0,7,2006,wd,normal,252000
x0528114010,x020,rl,120,14780,pave,none,ir1,hls,all_pub,corner,mod,nridg_ht,norm,norm,one_fam,x1story,9,5,2005,2005,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,568,ex,ta,p_conc,ex,ta,gd,glq,1505,unf,0,363,1868,gas_a,ex,y,s_brkr,1868,0,0,1868,1,0,2,0,2,1,ex,7,typ,1,gd,attchd,2005,fin,3,1085,ta,ta,y,354,56,0,0,156,0,none,none,none,0,6,2006,wd,normal,415000
x0528116030,x020,rl,98,16033,pave,none,ir1,lvl,all_pub,fr2,gtl,nridg_ht,norm,norm,one_fam,x1story,9,5,2004,2005,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,378,gd,ta,p_conc,ex,ta,gd,glq,1261,unf,0,572,1833,gas_a,ex,y,s_brkr,1850,0,0,1850,1,0,2,0,3,1,gd,8,typ,1,gd,attchd,2004,fin,3,772,ta,ta,y,519,112,0,0,0,0,none,none,none,0,3,2006,wd,normal,326000
x0528118020,x060,rl,108,13418,pave,none,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,one_fam,x2story,8,5,2004,2005,gable,comp_shg,vinyl_sd,vinyl_sd,stone,132,gd,ta,p_conc,ex,ta,av,unf,0,unf,0,1117,1117,gas_a,ex,y,s_brkr,1132,1320,0,2452,0,0,3,1,4,1,gd,9,typ,1,gd,built_in,2004,fin,3,691,ta,ta,y,113,32,0,0,0,0,none,none,none,0,9,2006,wd,normal,309000
x0528120110,x060,rl,80,10240,pave,none,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,one_fam,x2story,8,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,178,gd,ta,p_conc,gd,ta,mn,unf,0,unf,0,1030,1030,gas_a,gd,y,s_brkr,1038,1060,0,2098,0,0,2,1,3,1,ex,8,typ,1,gd,attchd,2005,r_fn,3,878,ta,ta,y,192,52,0,0,0,0,none,none,none,0,3,2006,wd,normal,275500
x0528142010,x060,rl,103,12867,pave,none,ir1,lvl,all_pub,corner,gtl,nridg_ht,norm,norm,one_fam,x2story,8,5,2005,2006,gable,comp_shg,cemnt_bd,cment_bd,NA,NA,gd,ta,p_conc,ex,ta,av,unf,0,unf,0,1209,1209,gas_a,ex,y,s_brkr,1209,1044,0,2253,0,0,2,1,3,1,ex,8,typ,1,gd,attchd,2005,fin,2,575,ta,ta,y,243,142,0,0,0,0,none,none,none,0,7,2006,new,partial,344133
x0528142060,x060,rl,82,10672,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,one_fam,x2story,8,5,2006,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,ex,ta,gd,unf,0,unf,0,1054,1054,gas_a,gd,y,s_brkr,1054,1335,0,2389,0,0,2,1,4,1,gd,10,typ,1,gd,built_in,2006,fin,3,672,ta,ta,y,176,64,0,0,0,0,none,none,none,0,11,2006,new,partial,298236
x0528142110,x020,rl,90,12378,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,one_fam,x1story,9,5,2003,2004,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,ex,ta,gd,glq,1274,unf,0,622,1896,gas_a,ex,y,s_brkr,1944,0,0,1944,1,0,2,0,3,1,ex,8,typ,3,ex,attchd,2003,fin,3,708,ta,ta,y,208,175,0,0,0,0,none,none,none,0,11,2006,wd,normal,360000
x0528150080,x020,rl,121,13758,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,one_fam,x1story,9,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,430,ex,ta,p_conc,ex,ta,gd,glq,1232,unf,0,560,1792,gas_a,ex,y,s_brkr,1792,0,0,1792,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2005,r_fn,3,925,ta,ta,y,204,49,0,0,0,0,none,none,none,0,3,2006,new,partial,372397
x0528150090,x020,rl,131,14828,pave,none,ir1,lvl,all_pub,corner,gtl,nridg_ht,norm,norm,one_fam,x1story,9,5,2004,2005,hip,comp_shg,metal_sd,metal_sd,brk_face,674,ex,ta,p_conc,ex,ta,gd,glq,1383,unf,0,397,1780,gas_a,ex,y,s_brkr,1780,0,0,1780,1,0,2,0,2,1,ex,7,typ,1,gd,attchd,2004,fin,3,816,ta,ta,y,144,68,0,0,0,0,none,none,none,0,8,2006,wd,normal,378000
x0528172020,x060,rl,74,10927,pave,none,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,one_fam,x2story,8,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,280,gd,ta,p_conc,gd,ta,av,glq,546,unf,0,512,1058,gas_a,ex,y,s_brkr,1058,846,0,1904,1,0,2,1,3,1,ex,8,typ,1,gd,built_in,2003,fin,2,736,ta,ta,y,179,60,0,0,0,0,none,none,none,0,6,2006,wd,normal,275000
x0528172150,x060,rl,NA,13215,pave,none,ir1,lvl,all_pub,corner,gtl,nridg_ht,norm,norm,one_fam,x2story,8,5,2004,2004,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,112,gd,ta,p_conc,gd,ta,no,glq,994,unf,0,426,1420,gas_a,ex,y,s_brkr,1426,488,0,1914,1,0,2,1,3,1,gd,9,typ,1,ta,built_in,2004,r_fn,3,746,ta,ta,y,168,127,0,0,0,0,none,none,none,0,2,2006,wd,normal,279000
x0528174080,x120,rl,43,7052,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_ext,x1story,7,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,stone,240,gd,ta,p_conc,gd,ta,av,glq,659,unf,0,705,1364,gas_a,ex,y,s_brkr,1364,0,0,1364,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2005,r_fn,2,484,ta,ta,y,192,36,0,0,0,0,none,none,none,0,6,2006,wd,normal,185850
x0528181040,x120,rl,40,6792,pave,none,ir1,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_ext,x1story,7,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,stone,94,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1368,1368,gas_a,ex,y,s_brkr,1368,0,0,1368,0,0,2,0,2,1,gd,6,typ,1,gd,attchd,2005,r_fn,2,474,ta,ta,y,132,35,0,0,0,0,none,none,none,0,3,2006,new,partial,202665
x0528186110,x120,rl,48,6373,pave,none,reg,lvl,all_pub,inside,gtl,nridg_ht,norm,norm,twhs_ext,x1story,9,5,2006,2006,hip,comp_shg,metal_sd,metal_sd,brk_face,572,ex,ta,p_conc,ex,gd,no,glq,415,unf,0,1251,1666,gas_a,ex,y,s_brkr,1666,0,0,1666,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2006,r_fn,2,575,ta,ta,y,228,75,0,0,0,0,none,none,none,0,6,2006,new,partial,310090
x0528188040,x120,rl,NA,3136,pave,none,ir1,lvl,all_pub,corner,gtl,nridg_ht,norm,norm,twhs_ext,x1story,7,5,2003,2003,gable,comp_shg,vinyl_sd,wd_shng,stone,163,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,1405,1405,gas_a,ex,y,s_brkr,1405,0,0,1405,0,0,2,0,2,1,gd,6,typ,1,gd,attchd,2003,r_fn,2,478,ta,ta,y,148,36,0,0,0,0,none,none,none,0,3,2006,wd,normal,171750
x0528218060,x060,rl,65,10237,pave,none,reg,lvl,all_pub,inside,gtl,gilbert,rr_an,norm,one_fam,x2story,6,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,728,728,gas_a,ex,y,s_brkr,728,728,0,1456,0,0,2,1,3,1,gd,8,typ,1,gd,attchd,2005,fin,2,390,ta,ta,y,0,24,0,0,0,0,none,none,none,0,2,2006,new,partial,170440
x0528218130,x060,rl,58,17104,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,7,5,2006,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,gd,av,glq,554,unf,0,100,654,gas_a,ex,y,s_brkr,664,832,0,1496,1,0,2,1,3,1,gd,7,typ,1,gd,attchd,2006,r_fn,2,426,ta,ta,y,100,24,0,0,0,0,none,none,none,0,9,2006,new,partial,179665
x0528221010,x020,rl,102,11660,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x1story,6,5,2006,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,av,unf,0,unf,0,1326,1326,gas_a,ex,y,s_brkr,1326,0,0,1326,0,0,2,0,3,1,gd,6,typ,0,none,attchd,2006,fin,2,427,ta,ta,y,100,0,0,0,0,0,none,none,none,0,7,2006,new,partial,174190
x0528222010,x060,rl,96,11631,pave,none,ir1,lvl,all_pub,corner,gtl,gilbert,norm,norm,one_fam,x2story,8,5,2004,2005,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,236,gd,ta,p_conc,gd,ta,av,unf,0,unf,0,1052,1052,gas_a,ex,y,s_brkr,1052,1321,0,2373,0,0,2,1,4,1,gd,9,typ,1,gd,built_in,2004,fin,3,632,ta,ta,y,120,46,0,0,0,0,none,none,none,0,6,2006,new,partial,258000
x0528222020,x060,rl,75,9073,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,7,5,2006,2006,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,unf,0,unf,0,738,738,gas_a,ex,y,s_brkr,738,754,0,1492,0,0,2,1,3,1,gd,8,typ,0,none,attchd,2006,fin,2,440,ta,ta,y,100,32,0,0,0,0,none,none,none,0,10,2006,new,partial,185101
x0528228550,x120,rl,43,3010,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2005,2006,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,14,gd,ta,p_conc,gd,ta,gd,glq,16,unf,0,1126,1142,gas_a,ex,y,s_brkr,1142,0,0,1142,0,0,2,0,2,1,gd,6,typ,0,none,attchd,2005,fin,2,440,ta,ta,y,90,0,0,0,0,0,none,none,none,0,6,2006,new,partial,156820
x0528228565,x120,rl,43,3013,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,brk_face,145,gd,ta,p_conc,gd,ta,gd,glq,16,unf,0,1346,1362,gas_a,ex,y,s_brkr,1506,0,0,1506,0,0,2,0,2,1,gd,6,typ,1,gd,attchd,2005,fin,2,440,ta,ta,y,142,20,0,0,0,0,none,none,none,0,4,2006,wd,normal,213490
x0528228575,x120,rl,53,3982,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,8,5,2006,2006,hip,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,gd,av,glq,1154,unf,0,366,1520,gas_a,ex,y,s_brkr,1567,0,0,1567,1,0,2,0,1,1,ex,7,typ,1,gd,attchd,2006,fin,3,648,ta,ta,y,312,0,0,0,0,0,none,none,none,0,10,2006,new,partial,264561
x0528228580,x120,rl,53,4045,pave,none,reg,lvl,all_pub,inside,gtl,blmngtn,norm,norm,twhs_ext,x1story,7,5,2006,2006,hip,comp_shg,vinyl_sd,vinyl_sd,brk_face,45,gd,ta,p_conc,gd,ta,av,glq,1070,unf,0,286,1356,gas_a,ex,y,s_brkr,1500,0,0,1500,1,0,2,0,2,1,gd,6,typ,1,gd,attchd,2006,fin,3,648,ta,ta,y,161,20,0,0,0,0,none,none,none,0,10,2006,new,partial,246578
x0528231050,x060,rl,60,21930,pave,none,ir3,lvl,all_pub,inside,gtl,gilbert,rr_an,norm,one_fam,x2story,5,5,2005,2005,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,gd,av,unf,0,unf,0,732,732,gas_a,ex,y,s_brkr,734,1104,0,1838,0,0,2,1,4,1,ta,7,typ,1,gd,built_in,2005,fin,2,372,ta,ta,y,100,40,0,0,0,0,none,none,none,0,7,2006,wd,normal,192140
x0528235050,x060,rl,NA,7861,pave,none,ir1,lvl,all_pub,inside,gtl,gilbert,norm,norm,one_fam,x2story,6,5,2002,2003,gable,comp_shg,vinyl_sd,vinyl_sd,none,0,gd,ta,p_conc,gd,ta,no,glq,457,unf,0,326,783,gas_a,ex,y,s_brkr,807,702,0,1509,1,0,2,1,3,1,gd,7,typ,1,gd,attchd,2002,fin,2,393,ta,ta,y,100,75,0,0,0,0,none,none,none,0,6,2006,wd,normal,183200
