name,nationality,age,weight,dribbling,interceptions,heading_accuracy,reactions,balance,jumping,stamina,strength,composure,preferred_foot,international_reputation,work_rate,position,overall
d_milinkovi_a_a,france,24,154,70,22,43,61,74,33,53,65,64,right,1,high_high,mf,67
p_edwards,england,32,157,53,61,59,60,83,75,66,65,55,right,1,low_low,df,58
s_heaney,republic_of_ireland,22,179,32,52,54,40,39,55,42,74,43,left,1,low_medium,df,54
clemente,portugal,34,150,64,18,74,61,65,65,51,68,65,right,1,high_medium,st,67
d_bajselmani,netherlands,19,181,63,60,40,51,62,63,61,74,36,right,1,medium_medium,df,59
andr_af_a_c_s_fern_af_a_ndez,spain,31,181,14,26,12,75,65,77,43,74,56,right,1,medium_medium,gk,76
k_l_af_a_kberg,norway,26,152,63,59,54,66,84,84,87,57,67,right,1,high_high,mf,67
j_hu_a_a_bauer,czech_republic,28,168,71,65,49,70,67,59,77,58,68,right,1,high_high,dm,74
g_buffon,italy,40,203,26,28,13,79,49,75,39,69,70,right,4,medium_medium,gk,88
c_leitgeb,austria,33,152,74,69,39,60,77,70,61,45,74,right,1,medium_medium,mf,69
m_de_sciglio,italy,25,172,74,76,68,72,77,77,87,68,72,right,2,medium_medium,df,78
sandro_manoel,brazil,29,154,59,68,54,69,62,73,92,79,64,right,1,medium_medium,dm,70
m_gomes,switzerland,29,165,51,58,55,61,59,66,75,72,46,right,1,medium_medium,df,63
b_stevenson,england,19,161,59,23,56,60,56,73,67,70,55,right,1,medium_low,am,58
iv_af_a_n_alejo,spain,23,168,79,39,47,69,60,69,63,65,61,right,1,medium_medium,mf,76
j_malag_af_a3n,colombia,25,170,46,59,73,66,47,81,82,84,57,right,1,medium_medium,df,69
k_shibasaki,japan,33,143,69,43,59,68,71,52,86,58,60,right,1,high_medium,mf,70
k_manneh,united_states,23,150,73,32,46,64,77,69,65,57,68,right,1,high_medium,mf,69
t_perthel,germany,29,183,66,62,51,61,67,76,76,75,68,left,1,high_medium,df,68
j_attamah,ghana,24,176,51,70,66,65,64,78,77,78,60,right,1,high_medium,df,71
t_thiele,germany,26,185,64,20,59,64,59,53,75,76,68,right,1,high_medium,st,67
r_browne,antigua_barbuda,22,165,61,25,26,46,77,66,70,67,52,right,1,medium_medium,mf,60
r_bezjak,slovenia,29,154,66,17,68,67,75,77,65,60,65,right,1,medium_medium,st,69
s_gbegnon,togo,26,165,51,59,60,57,53,65,47,78,59,right,1,medium_medium,dm,63
j_jones,trinidad_tobago,26,161,74,65,46,69,75,72,85,68,70,left,1,medium_medium,mf,74
o_bayode,england,19,148,54,42,48,51,68,67,68,55,48,right,1,medium_medium,mf,55
s_ezatolahi,iran,21,172,64,69,58,67,56,59,64,67,65,right,1,high_medium,mf,68
p_green,republic_of_ireland,35,170,57,60,56,62,80,76,79,66,63,right,1,high_high,mf,63
j_grealish,england,22,150,80,41,36,65,82,34,72,48,75,right,1,medium_medium,mf,76
j_promes,netherlands,34,198,50,63,72,56,62,69,51,88,64,right,1,medium_high,df,68
v_kovalenko,ukraine,22,165,73,68,59,68,69,64,87,68,64,right,1,high_high,am,74
y_kon_af_a_c,mali,22,157,65,61,53,62,74,56,67,64,52,left,1,medium_medium,df,64
a_brunst,germany,22,194,15,13,21,61,31,57,45,65,26,right,1,medium_medium,gk,65
d_buchanan,northern_ireland,32,148,62,61,48,59,84,80,77,66,61,left,1,medium_medium,df,63
a_khrees,saudi_arabia,27,161,59,57,56,56,69,66,74,72,50,right,1,high_high,df,62
i_aguilar,mexico,20,165,53,58,58,57,67,61,48,60,48,right,1,medium_medium,dm,61
k_karaman,turkey,24,183,74,22,68,69,66,80,72,69,52,right,1,medium_medium,mf,72
l_vangioni,argentina,31,150,71,75,60,70,66,73,79,69,68,left,1,high_high,df,75
h_elhouni,libya,24,148,74,31,39,65,75,58,73,59,61,right,1,medium_medium,am,67
t_lebeau,france,19,143,67,59,37,60,79,54,59,40,61,right,1,high_medium,am,64
t_bj_af_a_rkstr_af_a_m,sweden,27,168,49,59,57,59,61,76,80,67,51,right,1,high_high,df,61
o_cabezas,colombia,21,174,56,73,66,62,68,78,77,84,55,left,1,medium_medium,df,71
m_soisalo,finland,20,165,72,27,45,60,66,42,44,58,53,right,1,medium_medium,mf,64
d_mosquera,colombia,22,190,53,54,57,54,33,57,63,88,45,right,1,medium_medium,mf,58
j_correa,argentina,23,170,85,36,43,70,61,32,75,74,73,right,1,high_medium,mf,78
yang_dong_hyen,korea_republic,32,176,63,24,61,64,63,67,68,75,70,right,1,medium_low,st,65
r_kehr,germany,18,176,59,20,54,47,54,63,55,66,46,left,1,medium_medium,st,57
n_helenius,denmark,27,185,65,27,64,60,33,34,71,77,60,right,1,medium_low,st,68
m_diallo,senegal,27,174,51,17,62,53,63,68,51,61,60,right,1,high_medium,st,61
j_forster_caskey,england,24,141,64,58,49,65,83,70,78,65,66,left,1,high_medium,mf,67
j_michel,france,26,143,65,66,56,65,70,42,67,56,73,left,1,medium_medium,mf,68
c_alk_a_a_l_a_a_af_a,turkey,30,137,65,51,57,63,76,57,69,58,67,right,1,medium_medium,df,65
b_beckeles,honduras,32,185,50,67,63,64,42,83,90,82,65,right,1,medium_high,df,69
b_petkovi_a_a,croatia,23,194,76,11,74,60,34,54,58,90,69,right,1,high_high,st,71
m_mand_a_a3_4uki_a_a,croatia,32,187,76,66,90,86,53,85,83,85,80,right,3,high_high,st,84
m_mari_a_a,croatia,22,196,19,19,15,47,53,59,18,68,43,left,1,medium_medium,gk,62
manuel_fernandes,portugal,32,165,86,68,59,76,76,74,76,71,77,right,2,high_medium,mf,81
j_king,england,22,154,62,32,59,50,73,69,64,62,53,right,1,high_medium,mf,54
u_afa_ift_af_a_i,turkey,26,161,71,60,55,69,68,63,71,67,58,left,1,high_medium,df,69
y_yoshida,japan,28,152,65,63,53,67,88,87,71,61,57,right,1,high_medium,df,68
a_gilbey,england,23,161,64,63,64,60,75,83,87,79,61,right,1,high_high,mf,67
m_pouri_af_a_c,germany,27,190,63,35,63,67,61,75,82,77,62,right,1,high_medium,st,67
t_antalyal_a_a,turkey,23,157,60,49,51,56,66,61,64,63,50,right,1,high_medium,am,62
l_malicsek,austria,19,157,48,59,52,61,68,55,64,61,51,right,1,medium_medium,mf,57
pedro_l_af_a3pez,spain,21,154,35,62,59,58,66,71,68,63,58,right,1,medium_medium,df,62
v_nelsson,denmark,19,165,56,67,67,63,68,68,75,79,58,right,1,medium_medium,df,69
claudemir,brazil,30,159,68,75,69,74,61,62,77,77,73,right,1,medium_high,mf,75
j_gyau,united_states,25,165,73,25,40,70,83,80,78,63,70,left,1,high_medium,mf,69
c_dyson,england,21,161,55,24,63,56,57,68,63,73,54,right,1,medium_medium,st,61
jhonnattann,brazil,28,143,68,20,47,60,92,44,85,46,59,right,1,high_medium,mf,67
l_gam_af_a_z,mexico,18,141,60,55,59,52,70,55,45,56,48,right,1,medium_high,dm,54
jang_eun_gyu,korea_republic,25,154,53,44,32,46,70,30,61,64,43,right,1,medium_medium,mf,55
l_trotter,england,29,170,65,65,65,64,66,76,66,79,63,right,1,low_low,mf,66
c_clements,england,28,146,57,50,43,55,74,61,74,62,59,right,1,medium_medium,mf,62
k_tezuka,japan,22,146,59,58,46,56,72,69,69,59,48,left,1,medium_medium,dm,64
t_vion,france,24,179,61,55,66,60,64,71,73,70,64,right,1,medium_high,mf,64
m_lillebo,norway,23,163,54,20,53,64,68,64,53,63,58,right,1,high_medium,st,58
r_czichos,germany,28,205,57,72,67,65,62,73,72,80,68,left,1,high_medium,df,73
cyriac,ivory_coast,27,165,70,24,68,69,80,92,68,61,69,right,1,high_medium,st,71
j_nation,norway,28,190,38,64,61,62,56,72,62,78,68,right,1,low_medium,df,67
varela,portugal,33,174,75,41,64,71,72,54,55,76,77,right,2,medium_medium,mf,72
m_doyle,republic_of_ireland,36,157,52,65,58,60,65,74,83,74,58,left,1,medium_high,dm,66
a_kapp,united_states,23,190,21,19,24,51,45,66,44,66,49,right,1,medium_medium,gk,55
a_stolz,germany,34,196,14,19,11,56,32,67,41,64,50,right,1,medium_medium,gk,65
a_melo,argentina,22,154,65,16,50,55,77,55,58,62,49,right,1,medium_low,mf,61
f_tauchhammer,austria,16,141,49,48,40,41,70,56,57,57,40,right,1,medium_medium,df,52
d_cata_af_a_o,colombia,26,165,75,39,48,66,73,64,51,62,65,right,1,medium_medium,am,69
j_pivari_a_a,croatia,29,152,71,72,44,79,71,64,77,61,65,left,1,high_medium,df,74
m_maolida,france,19,168,78,24,57,64,74,60,60,61,72,right,1,high_medium,st,71
f_boeckx,belgium,31,176,15,26,13,63,47,56,24,73,66,right,1,medium_medium,gk,71
f_benkovi_a_a,croatia,20,201,50,75,76,70,44,76,73,86,70,right,1,medium_medium,df,76
f_afa_zt_af_a1_4rk,turkey,31,190,17,24,23,65,35,68,45,79,55,right,1,medium_medium,gk,69
n_bellomo,italy,27,154,67,60,40,69,69,71,71,62,66,right,1,medium_medium,mf,68
yago,brazil,22,190,60,65,55,60,73,63,73,77,58,right,1,medium_medium,dm,67
h_iikura,japan,32,165,7,14,14,62,45,63,41,60,37,right,1,medium_medium,gk,66
c_mavinga,dr_congo,27,172,68,68,69,68,55,73,77,77,66,left,1,medium_medium,df,72
s_francis,england,33,198,67,72,72,73,58,67,55,77,71,right,1,high_medium,df,75
y_sabaly,senegal,25,157,75,77,55,77,82,64,77,67,70,right,2,high_medium,df,77
lucas_moura,brazil,25,154,88,50,50,76,90,77,75,59,80,right,3,high_medium,mf,83
j_taylor,wales,26,170,62,49,55,64,77,59,83,63,61,right,1,medium_medium,mf,63
s_perisan,italy,20,183,11,21,14,57,48,54,37,62,49,right,1,medium_medium,gk,63
j_murillo,colombia,24,159,55,74,56,69,69,72,89,67,62,right,1,low_medium,df,67
a_gojak,bosnia_herzegovina,21,172,63,59,69,72,62,52,76,74,72,right,1,medium_medium,dm,69
k_mi_a_a_o,poland,22,161,55,55,50,56,61,64,67,58,50,right,1,medium_high,df,60
l_rodr_af_a_guez,colombia,23,154,40,62,61,53,63,71,67,69,48,right,1,medium_medium,df,62
lucas_rodrigues,brazil,18,163,64,20,60,58,63,69,53,64,48,right,1,medium_medium,st,62
l_schwechlen,france,29,172,45,66,70,66,60,71,71,74,59,left,1,low_high,df,66
jin_yang_yang,china_pr,25,154,30,62,63,54,60,73,66,78,45,right,1,medium_medium,df,64
w_ndidi,nigeria,21,163,74,84,76,79,67,90,92,75,74,right,1,medium_high,dm,80
j_domp_af_a_c,france,22,143,75,39,41,55,78,78,56,53,60,right,1,medium_low,mf,68
s_kums,belgium,30,161,73,73,52,73,78,61,69,63,76,right,2,medium_high,mf,75
d_turnbull,scotland,18,165,58,37,46,51,68,59,55,63,58,right,1,medium_medium,am,57
g_boyd,scotland,32,174,70,62,52,65,67,50,78,62,67,left,1,high_high,mf,69
j_dilrosun,netherlands,20,148,73,45,32,65,74,40,68,52,49,left,1,medium_low,mf,70
n_larsen,denmark,27,183,14,20,13,47,28,57,22,70,57,right,1,medium_medium,gk,66
l_klitten,denmark,18,154,51,50,40,49,64,65,43,49,35,right,1,medium_medium,df,50
a_falatah,saudi_arabia,34,154,63,64,65,61,65,76,74,75,62,left,1,high_medium,df,66
j_hiwula,england,23,168,61,21,58,64,74,61,62,63,58,right,1,medium_medium,mf,64
p_camar_af_a,guinea_bissau,21,161,58,13,57,45,63,57,58,62,46,right,1,high_medium,st,58
a_cornelius,denmark,25,201,67,28,79,68,60,72,66,93,71,left,2,high_low,st,75
c_ca_af_a_izales,colombia,19,154,55,29,39,48,58,54,53,53,44,right,1,medium_medium,am,52
a_danladi,ghana,22,170,65,35,56,59,65,71,66,62,55,right,1,medium_medium,st,64
s_williams,united_states,28,170,61,65,60,59,67,72,72,62,59,right,1,high_high,df,66
l_cabrera,uruguay,26,176,52,65,79,60,53,91,76,82,56,left,1,low_high,df,72
e_martinez,uruguay,27,146,66,53,49,64,86,56,74,56,60,right,1,high_high,mf,66
c_ganea,romania,26,161,62,70,64,65,79,58,82,61,55,left,1,medium_medium,df,70
l_boussaha,france,30,170,67,24,66,70,77,71,78,69,65,right,1,medium_low,st,69
a_hamdallah,morocco,27,179,70,20,71,55,68,67,62,75,66,right,1,medium_low,st,74
c_diedhiou,senegal,30,168,35,65,67,50,50,66,55,76,57,right,1,medium_medium,df,65
d_andrew,england,27,159,60,59,58,64,59,51,72,66,58,left,1,high_medium,df,65
j_truque,colombia,19,148,12,13,11,30,51,62,22,34,39,right,1,medium_medium,gk,57
yang_jiawei,china_pr,26,161,53,18,31,40,70,41,59,59,45,right,1,medium_medium,mf,60
n_dicko,mali,26,163,67,19,53,67,76,67,68,80,65,right,1,high_high,st,68
silas_almeim,brazil,26,168,66,75,66,73,76,63,73,63,68,left,1,medium_medium,df,75
jo_af_a_ozinho,portugal,28,159,68,66,56,64,66,61,76,62,66,left,1,medium_medium,df,69
t_matav_a_a3_4,slovenia,29,179,69,20,75,73,53,72,67,76,77,right,2,medium_low,st,74
l_magall_af_a_n,argentina,24,183,57,79,76,73,65,90,78,80,70,right,1,medium_medium,df,76
n_penneteau,france,37,190,14,26,19,61,41,56,26,63,56,left,2,medium_medium,gk,73
bremer,brazil,21,176,55,70,75,68,59,75,60,78,64,right,1,medium_medium,df,71
l_cadamuro,algeria,30,179,55,68,69,70,54,65,66,71,50,left,1,medium_medium,df,68
l_freeman,england,26,161,76,63,44,65,78,75,72,54,64,left,1,medium_medium,mf,73
s_kulovits,austria,35,154,58,70,58,66,76,77,80,60,68,right,1,medium_high,dm,67
alberto_espeso,spain,20,141,64,64,22,62,75,62,60,29,51,left,1,medium_medium,df,63
m_lieder,netherlands,28,187,66,18,64,63,67,67,67,75,68,right,1,high_medium,st,66
b_diaby,spain,20,194,62,57,58,62,58,74,67,80,65,right,1,medium_medium,df,65
b_bar_af_a_th,hungary,26,165,48,58,68,66,62,68,69,77,33,right,1,medium_medium,df,67
c_bickel,germany,27,154,67,28,52,63,81,73,68,51,59,right,1,medium_medium,mf,65
yang_ke,china_pr,29,172,62,16,44,59,59,47,45,62,50,right,1,medium_medium,mf,56
t_romboli,italy,19,176,8,12,12,32,30,40,19,35,32,right,1,medium_medium,gk,52
j_brix_damborg,denmark,32,170,45,63,57,71,74,72,87,79,63,right,1,medium_high,mf,69
marcelo_freitas,brazil,24,168,65,49,57,59,58,72,85,70,62,right,1,medium_medium,mf,64
m_l_af_a1_4ftner,czech_republic,24,190,42,60,66,59,54,56,62,80,40,right,1,medium_medium,df,64
l_alzugaray,argentina,28,150,65,29,40,61,63,55,66,53,60,left,1,medium_medium,am,61
j_sainati,france,29,172,33,62,63,60,59,73,76,85,57,right,1,medium_high,df,68
o_akhmedov,uzbekistan,30,165,69,74,61,75,71,80,86,69,69,right,1,medium_medium,mf,75
k_kamara,sierra_leone,33,165,70,30,80,73,69,92,78,78,71,right,1,medium_low,st,74
s_napoleoni,italy,32,152,72,30,48,71,65,33,63,58,55,left,1,medium_low,am,70
n_h_af_a_m_af_a_l_af_a_inen,finland,21,141,59,51,47,54,74,58,60,41,42,left,1,medium_medium,df,55
s_franklin,united_states,33,161,63,64,61,63,71,73,69,69,63,right,1,medium_medium,df,66
i_kanu,england,18,165,64,18,48,56,68,54,63,65,65,right,1,high_low,st,60
l_cacace,new_zealand,17,146,53,61,44,62,70,66,72,54,59,right,1,high_medium,df,59
s_ucar,turkey,19,143,51,57,53,54,80,59,52,50,42,right,1,medium_high,dm,58
g_vannucchi,italy,22,170,8,6,11,43,44,60,25,53,30,right,1,medium_medium,gk,53
b_urribarri,argentina,31,143,62,66,52,66,79,80,86,34,55,left,1,high_medium,df,70
j_mateta,france,21,194,71,24,76,65,46,75,73,85,61,right,1,high_medium,st,73
i_ouali,algeria,30,154,71,41,49,65,79,87,69,60,62,left,1,high_low,am,69
luso,spain,33,165,55,74,53,67,62,77,74,79,59,right,1,medium_medium,df,72
i_gueye,senegal,28,146,75,87,69,81,80,87,89,70,80,right,2,medium_high,dm,83
douglas_armeira,brazil,26,163,69,70,59,68,76,71,83,67,66,right,1,high_medium,df,73
j_svensson,norway,25,154,73,72,59,72,86,73,89,77,71,right,1,high_high,df,75
o_alan_af_a_s,mexico,29,165,57,70,75,60,48,74,68,70,67,left,1,low_high,df,72
a_masuaku,dr_congo,24,154,83,67,61,75,82,69,78,69,74,left,1,high_medium,df,75
j_hern_af_a_ndez,mexico,30,161,73,26,79,82,79,83,66,53,79,right,3,medium_low,st,79
g_alucema,chile,25,163,58,63,51,54,66,68,74,71,63,right,1,medium_medium,df,63
w_barrios,colombia,24,157,66,80,59,77,73,78,93,77,76,right,1,medium_high,dm,78
j_berget,norway,27,179,64,46,58,68,64,46,93,72,74,right,1,high_high,st,69
a_andrade,colombia,29,157,75,37,45,66,68,70,79,62,65,right,1,high_low,mf,72
g_vicario,italy,21,168,12,15,11,55,32,48,18,52,51,right,1,medium_medium,gk,61
x_mercier,france,28,157,68,48,32,66,86,74,69,47,67,right,1,medium_medium,mf,71
o_nowak,poland,20,170,46,10,58,54,63,68,56,62,42,right,1,medium_medium,st,55
a_pyatov,ukraine,34,198,11,23,10,74,32,73,37,78,52,right,2,medium_medium,gk,77
y_thuram,france,29,198,11,23,14,65,46,67,34,84,54,right,2,medium_medium,gk,65
j_saki,france,27,174,57,56,60,47,60,62,55,75,51,left,1,medium_medium,mf,55
wendel,brazil,20,146,79,74,57,75,69,62,77,68,80,right,1,high_medium,mf,76
sergio_g_af_a3nzalez,spain,21,170,36,54,55,53,56,67,56,51,43,right,1,medium_medium,df,59
c_m_bengue,senegal,29,174,60,68,69,66,67,71,69,72,65,left,1,low_medium,df,69
s_rajkovi_a_a,serbia,29,194,48,67,75,68,42,55,68,92,66,left,2,medium_medium,df,75
seo_young_jae,korea_republic,23,159,61,60,44,59,64,67,71,54,49,left,1,medium_medium,df,62
giovanni,spain,19,123,66,12,51,60,92,65,61,37,51,right,1,medium_medium,st,61
lee_kyung_ryul,korea_republic,30,179,23,64,47,67,52,81,72,80,50,right,1,low_high,df,64
q_maceiras,switzerland,22,165,67,58,55,59,57,72,80,68,60,right,1,medium_medium,df,65
c_kablan,switzerland,23,152,62,54,52,49,73,63,60,50,52,right,1,medium_medium,df,59
v_solomon_otabor,nigeria,22,170,68,32,33,56,79,62,70,68,60,right,1,high_medium,mf,66
r_bennett,england,26,168,54,64,60,58,63,75,80,77,58,right,1,medium_high,df,65
j_molina,colombia,25,172,48,23,60,55,62,62,58,78,46,right,1,medium_medium,st,60
fr_af_a_c_d_af_a_c_ric_mendy,guinea_bissau,29,181,65,25,80,71,66,72,80,85,70,right,1,medium_low,st,73
a_kanno,saudi_arabia,28,148,50,59,61,55,61,84,69,72,52,right,1,medium_medium,df,63
zubeldia,spain,21,174,66,75,57,74,59,70,65,67,64,right,1,medium_medium,mf,74
n_f_af_a1_4llkrug,germany,25,183,70,24,80,77,52,69,73,83,72,right,1,high_medium,st,78
fl_af_a_vio_triginho,brazil,34,146,74,35,56,67,82,62,67,42,53,right,1,medium_medium,st,66
j_willock,england,18,157,62,56,41,54,72,55,63,62,60,right,1,medium_medium,mf,61
s_lung,romania,29,185,17,14,16,72,62,53,31,64,66,right,1,medium_medium,gk,74
f_picault,united_states,27,141,69,42,56,64,82,90,62,35,67,right,1,high_medium,mf,69
j_bahebeck,france,25,168,75,34,65,71,64,66,65,64,62,right,1,medium_low,st,72
l_murphy,england,28,163,65,66,42,65,64,49,79,69,66,right,1,medium_medium,mf,69
m_hedges,united_states,28,185,44,75,74,67,51,69,82,89,67,right,1,low_high,df,74
cho_suk_jae,korea_republic,25,168,60,14,58,65,84,54,75,74,65,right,1,high_medium,st,64
l_strizzolo,italy,26,183,52,22,71,57,60,66,66,76,60,right,1,medium_high,st,66
d_rodr_af_a_guez,argentina,22,148,67,51,52,60,67,73,65,47,61,right,1,medium_medium,mf,65
g_mc_eachran,england,17,143,58,35,40,50,74,48,54,36,63,left,1,medium_medium,am,59
jairo,spain,24,152,79,29,49,71,87,73,66,50,68,right,2,medium_medium,mf,74
gedson_fernandes,portugal,19,157,77,68,61,77,71,69,88,73,74,right,1,high_high,mf,76
y_endo,japan,30,152,65,42,61,72,83,86,73,59,70,left,1,medium_medium,mf,68
e_buend_af_a_a,argentina,21,143,73,59,66,65,83,38,61,59,61,right,1,high_high,mf,72
j_caenepeel,belgium,21,152,66,23,53,61,73,60,64,65,59,right,1,high_medium,mf,65
luna,spain,27,150,67,75,64,67,69,73,77,74,66,left,1,high_medium,df,74
i_el_kabbou,morocco,18,148,61,17,55,61,63,56,58,47,56,left,1,medium_low,st,59
a_m_af_a_rquez,chile,26,170,63,66,59,65,70,74,81,71,63,right,1,high_medium,df,67
m_real,united_states,18,161,53,54,45,52,66,73,64,53,39,left,1,medium_medium,df,58
f_murray,scotland,19,150,56,16,36,39,63,42,52,45,50,right,1,medium_medium,mf,51
s_souprayen,france,29,154,65,68,65,70,65,74,75,70,67,left,1,medium_medium,df,69
g_letizia,italy,28,139,67,69,54,69,86,75,82,71,69,right,1,high_high,df,72
javi_rubio,spain,19,165,55,21,33,50,65,40,53,55,49,left,1,medium_medium,mf,58
t_basila,france,19,170,30,54,69,48,51,62,61,67,57,right,1,medium_medium,df,61
c_eiting,netherlands,20,168,68,67,50,71,74,63,72,67,69,left,1,medium_medium,mf,70
l_d_arrigo,australia,16,154,53,37,48,54,68,55,60,35,41,right,1,medium_medium,am,54
s_brodersen,germany,21,183,14,16,18,57,38,51,29,57,24,right,1,medium_medium,gk,61
m_camara,guinea,20,187,37,56,68,55,50,78,62,78,43,right,1,medium_medium,df,63
jon_bautista,spain,22,159,70,16,73,69,69,67,56,52,64,right,1,medium_medium,st,72
k_broda,poland,16,187,6,7,13,40,29,37,17,56,37,right,1,medium_medium,gk,53
bruno_michel,brazil,19,157,66,28,34,64,87,55,44,39,57,left,1,medium_low,am,62
dami_af_a,spain,22,163,59,62,58,63,67,65,72,49,60,right,1,medium_medium,dm,65
susaeta,spain,33,163,69,58,42,63,62,36,71,64,66,right,1,medium_medium,mf,69
d_fitz,austria,19,148,63,22,47,46,83,77,54,33,60,right,1,high_low,am,60
d_beyreuther,germany,18,157,51,54,50,55,68,59,60,48,43,left,1,medium_medium,df,60
a_acquah,ghana,26,154,76,74,60,74,79,79,79,78,67,right,1,medium_high,mf,73
a_al_amri,saudi_arabia,21,154,31,58,62,55,52,68,52,71,45,right,1,medium_medium,df,59
g_holohan,republic_of_ireland,26,165,60,54,47,54,78,86,53,48,52,right,1,medium_medium,am,60
kaku,paraguay,23,150,78,40,39,64,82,56,77,56,71,left,1,high_medium,am,75
af_a_lex_remiro,spain,23,183,19,20,13,69,40,61,42,68,55,right,1,medium_medium,gk,77
l_jans,luxembourg,25,168,69,68,61,64,67,75,76,65,66,right,1,high_high,df,70
oriol_riera,spain,31,172,67,41,75,75,69,74,69,71,71,right,1,high_medium,st,71
formosandrinho,brazil,26,159,72,23,77,73,77,56,61,72,78,right,1,medium_medium,st,77
f_n_af_ao_af_a_ez,argentina,22,154,71,19,57,60,72,61,57,49,47,right,1,medium_medium,mf,60
d_mart_af_a_nez,colombia,28,168,11,22,18,65,52,57,31,35,36,right,1,medium_medium,gk,68
b_thoelke,germany,26,185,55,61,70,65,41,61,56,86,60,right,1,medium_medium,df,68
a_cole,england,37,146,70,69,61,71,75,73,66,66,73,left,3,high_medium,df,71
g_tolino,switzerland,18,176,12,6,12,41,34,40,28,61,21,right,1,medium_medium,gk,52
m_szczepaniak,poland,27,161,63,31,64,64,64,72,58,61,62,right,1,medium_medium,st,66
m_sch_af_a_nb_af_a_chler,switzerland,28,148,71,49,36,65,84,58,56,60,66,right,1,high_medium,mf,69
s_asta,germany,17,165,62,60,48,54,68,61,62,55,41,right,1,medium_medium,df,60
a_nurudeen,ghana,19,170,10,13,12,46,44,63,22,38,23,right,1,medium_medium,gk,56
j_obika,england,27,168,59,15,67,58,60,72,55,87,67,left,1,medium_medium,st,66
m_mustacchio,italy,29,172,69,36,61,63,72,70,78,61,61,right,1,high_low,mf,69
o_wendt,sweden,32,181,73,74,63,78,69,68,73,67,74,left,2,medium_medium,df,76
n_mohammed,ghana,24,154,68,12,29,56,80,87,67,36,59,right,1,medium_medium,am,66
b_g_af_a3mez,argentina,24,150,72,20,52,68,78,43,65,44,57,right,1,medium_medium,mf,68
e_hazard,belgium,27,163,95,41,61,90,94,56,83,66,91,right,4,high_medium,st,91
a_harper,england,20,143,56,52,43,53,70,62,61,51,33,right,1,medium_high,df,54
o_schindler,hungary,18,163,52,47,50,51,59,62,48,55,41,right,1,medium_medium,dm,51
c_peralta,colombia,28,174,67,17,70,58,68,66,59,68,66,right,1,high_medium,st,72
l_valzania,italy,22,170,70,63,46,66,63,60,73,61,62,right,1,medium_medium,mf,69
r_w_af_a1_4rtz,denmark,34,159,60,74,66,69,72,72,63,69,71,right,1,medium_high,mf,68
a_fantini,japan,20,172,5,13,10,56,40,63,25,55,35,right,1,medium_medium,gk,54
d_gnaase,germany,21,170,64,58,45,60,78,69,68,62,52,right,1,high_medium,dm,64
m_sarr,france,24,196,49,58,70,57,33,53,60,93,58,left,1,medium_medium,df,67
kim_min_jae,korea_republic,21,194,34,73,74,68,65,68,68,84,64,right,1,medium_high,df,72
m_torres,colombia,22,165,34,66,71,61,57,84,75,80,57,right,1,low_medium,df,64
alex_pozo,spain,19,137,67,17,61,55,82,64,62,43,55,right,1,high_low,mf,66
m_barbieri,argentina,24,174,45,66,74,63,57,94,54,85,66,right,1,low_high,df,70
tony_muttinho,brazil,34,176,61,66,66,67,57,51,73,77,63,right,1,medium_medium,df,71
g_ver_af_a3n,argentina,17,181,55,22,66,49,62,62,62,60,49,right,1,high_low,st,59
y_candelo,colombia,26,150,72,57,60,68,76,84,77,60,65,right,1,high_medium,mf,71
w_ditta,colombia,21,176,37,59,63,58,62,75,68,77,61,right,1,medium_medium,df,59
o_mares,mexico,31,152,65,55,59,68,76,77,67,64,74,left,1,medium_medium,df,65
b_addae,ghana,25,187,67,65,58,70,77,89,79,83,63,right,1,high_high,mf,68
m_kempf,germany,23,192,56,75,75,69,59,90,61,80,65,left,1,medium_medium,df,74
r_aoki,japan,22,143,55,22,36,58,76,49,63,47,47,left,1,medium_medium,am,59
a_traor_af_a_c,mali,23,154,71,12,51,63,72,56,61,60,63,left,1,high_low,am,66
af_a_lex_barrera,spain,27,172,63,61,55,62,55,51,52,84,54,right,1,medium_high,mf,66
r_acquafresca,italy,30,176,64,13,71,64,56,77,56,74,69,right,1,medium_low,st,67
arthur,brazil,21,161,82,75,58,81,86,83,78,62,84,right,1,medium_medium,mf,82
k_rosenberry,united_states,24,161,64,69,57,70,78,75,75,64,68,right,1,medium_high,df,70
t_warschewski,germany,20,176,55,23,60,59,65,67,60,70,57,right,1,medium_low,st,61
m_maak,austria,26,192,54,62,58,57,30,53,62,88,54,right,1,medium_medium,df,63
f_ahumada,chile,22,165,64,22,59,61,66,65,70,69,52,right,1,medium_medium,st,62
j_haberer,germany,24,170,77,61,56,73,59,61,86,64,62,right,1,high_medium,dm,74
i_akinfeev,russia,32,172,15,17,18,71,45,62,35,72,67,right,3,medium_medium,gk,80
hugo_d_af_a_az,spain,21,176,24,52,50,46,51,60,59,69,37,right,1,medium_medium,df,55
s_high,england,17,143,62,29,48,57,61,57,32,37,63,right,1,medium_medium,mf,58
r_shawcross,england,30,168,44,68,77,73,49,70,76,86,64,right,2,medium_high,df,74
l_koutris,greece,22,159,68,71,42,65,80,66,76,64,69,left,1,high_medium,df,71
m_okazaki,japan,19,163,34,56,58,51,65,76,59,66,46,right,1,medium_medium,df,60
b_sverrisson,iceland,28,165,60,62,64,65,72,77,75,75,65,left,1,medium_medium,dm,65
